EQUIPMENT_CODE;EQUIDESCR;STATUS;VALID_FROM;VALID_TO;CATEGORY;LAST_MODIFICATIONTIMESTAMP;OBJECT_TYPE;MAIN_PLANT;LOCATION;ROOM;PLANTSECTION;ABC_INDICATOR;SORT_FIELD;FUNCT_LOC;
F10005487;Sonderteil;I0100;Thu Sep 27 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-52R0203\BGI-235\;APP-M-A-000-LAGERNDE;
F10005488;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C432;+00,00 M;;A;DOK-55A0102\;HOE-M-A-055-A01;
F10005489;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C432;+04,20 M;;A;DOK-55F0402\;HOE-M-A-055-F04;
F10005490;Kippkübelschrägaufzug;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C432;+00,00 M;;A;DOK-55H0101\;HOE-M-A-055-H01;
F10005491;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C432;+00,00 M;;A;DOK-55H0202\;HOE-M-A-055-H02;
F10005492;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C432;+00,00 M;;A;DOK-55H0302\;HOE-M-A-055-H03;
F10005493;Seitrommel;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C432;+18,55 M;;A;DOK-55H0401\;HOE-M-A-055-H01;
F10005494;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Thu Mar 18 00:00:00 CET 2010;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-90A2102\;HOE-M-A-090-A21;
F10005494;Sonderteil;I0100;Thu Mar 18 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C530;;;A;DOK-90A2102\;HOE-M-A-090-A21;
F10005495;Abfüllkopf für Gelenkarm;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C568;+03,71 M;;A;DOK-91A1102\BGI-216\;HOE-M-A-091-A09;
F10005496;Sonderteil;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;STE8;UNBEK.;;A;DOK-KEINE\;HOE-M-A-092-A05;
F10005497;Sonderteil;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;STE8;UNBEK.;;A;DOK-KEINE\;HOE-M-A-092-A06;
F10005498;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C501;+03,80 M;;A;DOK-93A0401\BGI-219\;HOE-M-A-093-A04;
F10005499;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C501;+03,80 M;;A;DOK-93A0501\BGI-219\;HOE-M-A-093-A05;
F10005500;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C501;+03,80 M;;A;DOK-93A0601\BGI-219\;HOE-M-A-093-A06;
F10005501;Sonderteil;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C501;+03,80 M;;A;DOK-93A0701\BGI-219\;HOE-M-A-093-A07;
F10005502;Spindel mit Faltenbalg (für Mischdüse);I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+08,22 M;;A;DOK-R:01\BGI-151\KOMB-088;HOE-M-A-033-R01;
F10005503;Spindel mit Faltenbalg (für Mischdüse);I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+08,22 M;;A;DOK-R:01\BGI-151\KOMB-016;HOE-M-A-031-R01;
F10005504;Spindel mit Faltenbalg (für Mischdüse);I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+08,22 M;;A;DOK-R:01\BGI-151\KOMB-087;HOE-M-A-032-R01;
F10005505;Spindel mit Faltenbalg (für Mischdüse);I0100;Thu Sep 27 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-R:01\BGI-151\KOMB-017;APP-M;
F10005506;Spindel mit Faltenbalg (für Mischdüse);I0100;Thu Sep 27 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-R:01\BGI-151\;APP-M;
F10005507;Sprühwäscher für Kolonne;I0100;Mon Oct 13 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-SCHROTT\BGI-152\;APP-M-A-000-VERSCHROTTETE;
F10005508;Sprühwäscher für Kolonne;I0100;Mon Oct 13 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-SCHROTT\BGI-152\;APP-M-A-000-VERSCHROTTETE;
F10005509;Sprühwäscher für Kolonne;I0100;Fri Oct 12 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-31K0503\BGI-152\;HOE-M-A-031-K05;
F10005510;Sprühwäscher für Kolonne;I0100;Mon Oct 13 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-SCHROTT\BGI-152\;APP-M-A-000-VERSCHROTTETE;
F10005511;Sprühwäscher für Kolonne;I0100;Mon Oct 13 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-SCHROTT\BGI-152\;APP-M-A-000-VERSCHROTTETE;
F10005512;Sprühwäscher für Kolonne;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-32K0503\BGI-152\;HOE-M-A-032-K05;
F10005513;Sprühwäscher für Kolonne;I0100;Tue Jul 22 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;FA.BIS;;A;DOK-33K0503\BGI-152\;APP-M-A-000-LAGERNDE;
F10005514;Sprühwäscher für Kolonne (52K0203);I0100;Thu Sep 27 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-52K0203\BGI-265\;APP-M;
F10005515;Standrohr;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-14B0701\BGI-262\;HOE-M-A-014-B07;
F10005516;Standrohr;I0100;Sun Sep 23 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-14B0801\BGI-262\;HOE-M-A-014-B08;
F10005517;Stutzenhaube (für Rohrbündel-WÜT);I0100;Fri Mar 07 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;EG;;A;DOK-W:17\BGI-091\KOMB-129;APP-M-A-000-LAGERNDE;
F10005518;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:17\BGI-091\KOMB-073E;APP-M;
F10005519;Stutzenhaube (für Rohrbündel-WÜT);I0100;Thu Dec 13 00:00:00 CET 2007;Fri Sep 17 00:00:00 CEST 2010;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-182;HOE-M-A-036-W20;
F10005519;Stutzenhaube (für Rohrbündel-WÜT);I0100;Fri Sep 17 00:00:00 CEST 2010;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-182;HOE-M-A-036-W17;
F10005520;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:18\BGI-094\;APP-M;
F10005521;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:18\BGI-094\;APP-M;
F10005522;Stutzenhaube (für Rohrbündel-WÜT);I0100;Wed Jul 16 00:00:00 CEST 2008;Tue Sep 07 00:00:00 CEST 2010;M;Tue Sep 07 00:00:00 CEST 2010;W;0894;C509;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-104;HOE-M-A-036-W17;
F10005522;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 07 00:00:00 CEST 2010;Fri Dec 31 00:00:00 CET 9999;M;Tue Sep 07 00:00:00 CEST 2010;W;0894;C410;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-104;APP-M-A-000-LAGERNDE;
F10005523;Stutzenhaube (für Rohrbündel-WÜT);I0100;Fri Sep 18 00:00:00 CEST 2009;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:17\BGI-091\KOMB-082;APP-M-A-000-LAGERNDE;
F10005524;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:17\BGI-091\;APP-M;
F10005525;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:18\BGI-094\;APP-M;
F10005526;Stutzenhaube (für Rohrbündel-WÜT);I0100;Thu Sep 27 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,86 M;;A;DOK-W:18\BGI-094\KOMB-163;HOE-M-A-036-W59;
F10005527;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,72 M;;A;DOK-W:18\BGI-094\;HOE-M-A-036-W33;
F10005528;Stutzenhaube (für Rohrbündel-WÜT);I0100;Mon Oct 15 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;EG-SWT;;A;DOK-W:18\BGI-094\KOMB-170;APP-M-A-000-LAGERNDE;
F10005529;Stutzenhaube (für Rohrbündel-WÜT);I0100;Thu Sep 27 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:18\BGI-094\KOMB-172;APP-M-A-000-LAGERNDE;
F10005530;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Jan 15 00:00:00 CET 2010;M;Fri Jan 15 00:00:00 CET 2010;W;0894;C509;+18,72 M;;A;DOK-W:18\BGI-094\;HOE-M-A-036-W08;
F10005530;Stutzenhaube (für Rohrbündel-WÜT);I0100;Fri Jan 15 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Fri Jan 15 00:00:00 CET 2010;W;0894;C410;+18,72 M;;A;DOK-W:18\BGI-094\;APP-M-A-000-LAGERNDE;
F10005531;Stutzenhaube (für Rohrbündel-WÜT);I0100;Wed May 21 00:00:00 CEST 2008;Mon Jan 11 00:00:00 CET 2010;M;Mon Jan 11 00:00:00 CET 2010;W;0894;C509;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-072;HOE-M-A-036-W25;
F10005531;Stutzenhaube (für Rohrbündel-WÜT);I0100;Mon Jan 11 00:00:00 CET 2010;Mon Jan 11 00:00:00 CET 2010;M;Mon Jan 11 00:00:00 CET 2010;W;0894;C509;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-072;HOE-M-A-036-W20;
F10005531;Stutzenhaube (für Rohrbündel-WÜT);I0100;Mon Jan 11 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Mon Jan 11 00:00:00 CET 2010;W;0894;C410;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-072;APP-M-A-000-LAGERNDE;
F10005532;Stutzenhaube (für Rohrbündel-WÜT);I0100;Fri Oct 26 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,72 M;;A;DOK-W:17\BGI-091\KOMB-071;HOE-M-A-036-W03;
F10005533;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-50W3708\BGI-125\;APP-M;
F10005534;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-50W3708\BGI-125\;APP-M;
F10005535;Stutzenhaube (für Rohrbündel-WÜT);I0100;Fri Mar 14 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;FA. BIS;;A;DOK-50W3808\BGI-125\KOMB-171E;APP-M-A-000-LAGERNDE;
F10005536;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-50W3908\BGI-125\KOMB-122;APP-M;
F10005537;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-50W4008\BGI-125\KOMB-123;HOE-M-A-036-W64;
F10005538;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 20 00:00:00 CET 2010;W;0894;C410;;;A;DOK-W:18\BGI-094\;APP-M;
F10005539;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:18\BGI-094\;APP-M;
F10005540;Stutzenhaube (für Rohrbündel-WÜT);I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-W:18\BGI-094\;APP-M;
F10005541;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-KEINE\BGI-237\;HOE-M-A-014-B05;
F10005542;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;A;DOK-KEINE\BGI-237\;HOE-M-A-014-B06;
F10005543;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;B578;+00,00 M;;A;DOK-20B0201\BGI-113\;HOE-M-A-020-B02;
F10005544;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,72 M;;A;DOK-36B0101\BGI-113\;HOE-M-A-036-B01;
F10005545;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,72 M;;A;DOK-36B0201\BGI-113\;HOE-M-A-036-B02;
F10005546;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+05,60 M;;A;DOK-36B0501\BGI-113\;HOE-M-A-036-B05;
F10005547;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+10,22 M;;A;DOK-36B0802\BGI-113\;HOE-M-A-036-B08;
F10005548;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+10,22 M;;A;DOK-36B1905\BGI-113\;HOE-M-A-036-B19;
F10005549;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+10,22 M;;A;DOK-36B2005\BGI-113\;HOE-M-A-036-B20;
F10005550;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+10,22 M;;A;DOK-36B2105\BGI-113\;HOE-M-A-036-B21;
F10005551;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+10,22 M;;A;DOK-36B2205\BGI-113\;HOE-M-A-036-B22;
F10005552;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+18,72 M;;A;DOK-36B2703\BGI-113\;HOE-M-A-036-B27;
F10005553;Tauchgefäß;I0100;Mon Oct 13 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-SCHROTT\BGI-113\;APP-M-A-000-VERSCHROTTETE;
F10005554;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-52B0101\BGI-113\;APP-M;
F10005555;Tauchgefäß;I0100;Mon Oct 13 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;A;DOK-SCHROTT\BGI-113\;APP-M-A-000-VERSCHROTTETE;
F10005556;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C566;-02,78 M;;A;DOK-84B1702\BGI-075\;HOE-M-A-084-B17;
F10005557;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C505;+00,00 M;;A;DOK-84B1802\BGI-075\;HOE-M-A-084-B22;
F10005558;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C566;-02,78 M;;A;DOK-84B1802\BGI-075\;HOE-M-A-084-B18;
F10005559;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C505;+00,00 M;;A;DOK-84B1902\BGI-075\;HOE-M-A-084-B21;
F10005560;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C566;-02,78 M;;A;DOK-84B1902\BGI-075\;HOE-M-A-084-B19;
F10005561;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;A;DOK-84B2002\BGI-075\;APP-M;
F10005562;Tauchgefäß;I0100;Tue Sep 11 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C566;-02,78 M;;A;DOK-84B2002\BGI-075\;HOE-M-A-084-B20;
F10005563;Tauchgefäß;I0100;Wed Nov 14 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C534;-00,36 M;;A;DOK-84B2706\;HOE-M-A-084-B27;
F10005564;Tauchkreiselppe. (Abdichtung ?) Blockbau;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005565;Tauchkreiselppe. (Abdichtung ?) Blockbau;I0100;Tue Nov 13 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C501;+00,00 M;;B;DOK-P:01\KOMB-157;HOE-M-A-093-P09;
F10005567;Tauchkreiselppe. (Magnetkupplung);I0100;Thu Apr 24 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\BGI-230\;APP-M-A-000-VERSCHROTTETE;
F10005568;Tauchkreiselppe. (Magnetkupplung);I0100;Thu Apr 24 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\BGI-230\;APP-M-A-000-VERSCHROTTETE;
F10005569;Tauchkreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Sep 17 00:00:00 CEST 2010;M;Fri Sep 17 00:00:00 CEST 2010;W;0894;C532;+00,00 M;;B;DOK-P:01\BGI-230\;HOE-M-A-081-P10;
F10005569;Tauchkreiselppe. (Magnetkupplung);I0100;Fri Sep 17 00:00:00 CEST 2010;Fri Dec 31 00:00:00 CET 9999;M;Fri Sep 17 00:00:00 CEST 2010;W;0894;C533;;;B;DOK-P:01\BGI-230\;APP-M-A-000-LAGERNDE;
F10005570;Tauchkreiselppe. (Lippenring) Blockbauw.;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005571;Tauchkreiselppe. (Lippenring) Blockbauw.;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005572;Tauchkreiselppe. (Lippenring) Blockbauw.;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\KOMB-068;APP-M;
F10005573;Tauchkreiselppe. (Lippenring) Blockbauw.;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005574;Tauchkreiselppe. (Lippenring) Blockbauw.;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005575;Tauchkreiselppe. (Lippenring) Blockbauw.;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005576;Tauchkreiselppe. (Lippenring) Blockbauw.;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005577;Tauchkreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\BGI-230\;APP-M;
F10005578;Tauchkreiselppe. (Abdichtung ?) Blockbau;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005579;Tauchkreiselppe. (Abdichtung ?) Blockbau;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005580;Tauchkreiselppe. (Abdichtung ?);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005581;Tauchkreiselppe. (Abdichtung ?) Blockbau;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10005582;Tauchkreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Tue Apr 20 00:00:00 CEST 2010;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C410;;;B;DOK-P:01\BGI-230\;APP-M;
F10005582;Tauchkreiselppe. (Magnetkupplung);I0100;Tue Apr 20 00:00:00 CEST 2010;Wed Jun 23 00:00:00 CEST 2010;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C532;+00,00 M;;B;DOK-P:01\BGI-230\;HOE-M-A-006-P01;
F10005582;Tauchkreiselppe. (Magnetkupplung);I0100;Wed Jun 23 00:00:00 CEST 2010;Wed Oct 13 00:00:00 CEST 2010;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C410;;;B;DOK-P:01\BGI-230\;APP-M-A-000-LAGERNDE;
